,text_cleaned,Z1,Z2,nb_words,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive,target
1695,sit yard birth home classmate male physical education teacher hand report card look mine notice first class grade football segment felt extreme accomplishment partially hate football partially know ever rank first class anything diane say second class say anything classmate run house bob living room watch tv show report card sit yard birth home excite hand shake point football rank say anything simply pull report card show rank first several class upset could recognize appreciate accomplishment bob bj always well school,12.45332,13.35455,201,2,3,1,3,3,2,1,5,3,5,2
1652,phone doctor pf office gotten call patient insisting surgery doctor pf say surgeon agree decision surgery anyway say go surgery someone assist surgery go little boy mother adamant without surgery child could die call doctor see would call pleasant talk time morning receive call home say problem find patient go say would later drive house go spend night later morning get get ready leave chat briefly kiss lip leave quite surprised stay house leave go surgery heard sara come grab blanket lay floor behind sofa pretend asleep sofa sit next wall kneel sofa look saw lie say something pretend half asleep say lay reading fell asleep stay insist get lay sofa way watch leave think sara seem like type woman doctor would marry appear odd couple although sara dream look like sara wake life sara leave boy come maybe year young wake life jeff ben although ben say name remember say time get already gotten sleep boy stay want talk play talk give lot attention realize get ready get work see shower wheel bottom driveway go push top driveway roll edge driveway grass thought probably far pull back grass try figure way use one would see naked looked like bathtub two wall end nothing either side wall end wide get narrow towards top realize turn one way neighbor would see turned way car drive would see realized bring shampoo stuff go go back house get point saw shower even doctor driveway someone else walk back house ask someone shower use say shower house say suppose one one room doctor make poolroom one could use really wanted take shower get clean go work ask someone could see house quite people around sure let see house say sure okay work doctor good relationship invite see house previously able make finally agree house incredible much almost sci fi appearance contemporary cool unusual yet room fairly traditional way come close describe accurately office fairly traditional large room lot dark wood masculine appearance start go room wall different level almost like upside stair step keep move tried enter area wall would come block try get crawl make way either someone say push button stop could get doctor private room people get finally find one button push saw red door hold button get close door could make dash door get even remember room go one room another get monorail type transport house look like city block size seem locate area similar la vega lot neon light rid outdoors could see house hidden lot tree greenery go floor section wall octagon shape section octagon elevator door octagon go around circle try push button go around finally several people get elevator get quick enough another person get another one open someone say room get elevator take u want go instead push button inside elevator shape kind like space module astronaut return earth go go sideways angle another point maybe playroom dress like would normally dress kissed time passionate start pull blouse stop say thing still progress bit end make love sudden look room house ninth floor believe big open area marble floor marble step green think huge area think huge house step half circle wide fairly tall thought wonder take long answer door go one room another remember go step remember lead another place house similar spending time boys play laugh good time really enjoy attention time go wanted hurry leave doctor saw boy try help get thing together car almost car doctor come,14.074535,13.770297,1451,1,16,4,3,13,8,7,14,11,27,2
1372,party bos house announce cut back business kid grow everyone teary eyed say good idea kid grow know,8.289924,9.750971,48,1,2,1,1,2,1,1,2,1,2,2
1349,neighbor house fire live next door hurry get downtown daughter somewhere else want diet drink kind hotel something get home find anything black white film trouble load problem fire back house make good picture find back actually front owner build way lot people house glad house burning christian go buy let person really want need never quite make take picture one problem another,10.41852,11.505829,156,0,4,0,2,5,2,1,3,2,6,2
1224,visit high school town next grow helen high school friend leave stop office learn jane smith want meet jane daughter local physician know want write story home economics project bake cooky christmas tree story make big mess next night come back clean get clean get home remember leave cooky teacher desk,9.91019,10.465006,113,1,1,2,0,4,2,2,6,3,6,2
1605,sit back church mass fall asleep man stand aisle next think keep awake woman say mass shoulder length black hair part middle get go communion people row front get get line get front line mess like people know line keep find line finally make front male priest rather female,13.428089,13.394978,119,0,2,1,1,3,2,1,5,2,8,2
1207,walk home town next town grow cut yard first street wall four men chase one particular although know name learn somehow although keep run press trespass charge marry go house female friend actually live someone else know life know someone call home ride even though know catch hell something poison also involved man actually insurance agent answer phone tell scar ask relative involved insurance investigation say yes son law tell man son law think get insurance investigation actually something different dream end know get ride home initial rlp come awake initial man chase,8.998236,11.28466,199,2,2,2,3,2,2,2,4,3,4,2
1462,albert see counselor say wrong boy grade school also two dog different breed try get gate without follow later try let stephen gate without dog get,10.935001,10.420214,57,0,0,0,0,0,0,0,3,1,1,2
1439,vince partially clothe lay fetal position din room table heard footstep stair indoors mother law arise look stair ask sue dark tell vince mother law take thing car never say word go tell new condo great ask question say get one bedroom sue split involve someone else,12.541247,13.183538,113,1,1,0,0,1,4,0,3,3,2,2
1671,teleconference call darren someone child support office ask question status child support agreement usual get angry darren find yell flip file cabinet talk try exact number front speak say make hesitate change year still think week child support adequate tell person phone want file petition child support go directly matthew talk phone bj family arrive suitcase hand matthew take bedroom get settle sure especially spend night notice mike believe think know go put people member family go arrive well,13.219624,13.595035,204,1,2,1,0,2,0,0,3,2,6,2
1655,go len funeral member bpe gentleman attend mensa meeting also send email networking job make think len rather another man meet mensa bpe describe funeral home saw wife maybe daughter saw casket think really look like get line view body walk get line people lay casket well something wake gathering meal,13.543683,13.785007,131,0,0,0,1,1,2,0,1,1,2,2
1426,play card large room flip large group player card king throw hand away chris playing room leave seat room crowd could find new seat,9.841577,10.982032,64,0,0,0,0,0,0,0,0,0,1,2
1550,rid thing call bike actually shape like go cart metal frame like bike seat awning head head restaurant maybe denny near restaurant start rain slightly think fortunate almost get restaurant find place park think well afraid bike might steal fold much would fold luggage carrier take inside get inside look place stand place sit struggle bit move around big finally lean wall near coat rack two overcoat hang peg hook wall bike top point think go meet someone else enter restaurant look place sit alone get saw woman meet go sit eat several men come u woman know work brief conversation one men show u video video large room probably hundred men recall one young man particular first time place seem unsure man take show around train new job sense men video mobster suddenly group men machine gun come start kill everyone watch video scan room men fall everywhere gun keep wonder one tell one young man fall ground try protect video strong impact still vivid image one men probably silver gray hair medium build sure think much maybe somewhat sleazy movie end one woman sit next sat man hand though straddling arm short skirt white hose pull front first impression purpose like decide assume consider accident however lay back floor laugh straddle act playfully go hit something get floor something start happen restaurant one woman also work come behind counter physically stop disturbance recall see karate kick realize men woman meet restaurant police officer come place take new job get head police station laugh bike say something rain point bike awning lead way town police station follow bike enter town simply awe almost look like something disney village though really either building colorful playful example one white red storybook letter hard describe every building many compartment outside separate item compartment thing like stuffed animal love try take follow stop police station miss get frustrate go hill peddle back hill police station fire station attach realize police station go inside get bike man young boy come help thing several duffel bag attach bike take two hand man fold bike give one bag young boy awe bike keep one bag go inside narrow short hallway part way hallway take step continue end hallway several room one open room several woman sit around table know behind office door go meet man charge look first day paperwork find wife come help get phone call someone frustrate tell wife would delay paycheck get first day sympathetic tell really need get start next lunch though knew meant dinner meal would late somehow knew fix meal whole crew worry pay delay,14.014712,13.342812,1042,8,9,4,8,8,11,6,12,16,19,2
1682,school think share bed father nick bart intimately sleep bart sleep middle reason one night bed already tucked sheet blanket along edge bed get lot difficulty get blanket lay watch someone else come room say something leave late airport go home actually think home airport look like several others travel although indy trouble figure need go keep see restaurant retail business go escalator back finally find need go ticket counter get baggage claim ticket get line four u first line come turn push way front aggravate first ticket counter high could barely see people work behind finally get counter ask happen answer take care group young girl clamor around counter push way get upset say something felt get upset reason move little bit allow back counter counter height normal airline counter leave counter head car oddly one small bag portable luggage carrier struggle bit get carrier escalator hurry try walk escalator rather rid pace follow man thing felt like someone behind watch critically seem dream step escalator remember detail go outside find car dark remember park wonder write something bag reason stop look think fortunate big parking lot keep wander around look car encounter man maybe two men park lot say something friendly parking lot slant hill lot dirt grass around lot gravel wake found car,13.89821,13.223048,520,3,7,2,2,5,3,2,5,5,9,2
1543,fd short hand call ask come help one night agree surprise find place mess go back grill bun hamburger grill cook maybe keep warm also bunch candy wrapper section attach grill like drip pan one remember wrapper tell someone work always two meat patty sandwich taste much good people pay extra make someone fish sandwich put two piece fish go look work schedule see come night say cutler type bold black letter schedule previous night also think good schedule good kid good worker reason realize would clean kitchen close hard messy job close closing time take metal piece ice cream syrup wash get extra syrup take strung like melt cheese syrup chocolate butterscotch good,12.444508,11.213796,246,0,7,2,0,6,1,3,6,3,12,2
1410,mother son say thing john davidson unpleasant untrue start spread rumor one one son say actually print headline newspaper john town one day tell talk tell say responsible apologize mother son also say want shortly saw sit table john go join get seat take many matthew friend john ask matthew still want say well since ask first place start laugh look friend slap check hard hard enough sting tell get lie walk away walk town look house walk come upon several house black wrought iron shelf back outside wall roller kind like roller ladder see high library shelf comment much like think buy one house hear john interested particular house remember think perhaps john would get together somebody stand near ask see fifth floor house remember look first time count floor saw four thought must basement take inside show fifth floor go inside see fifth floor suddenly teenage girl accompany mother girl friend go house notice old need lot remodel think fun would also noticed floor hardwood bad shape think strip refinish would need come fifth floor two room first room nicely decorate din room seem though might kitchen din room see table set meal fact two people sit get ready eat food plate third person emerge door food perhaps turkey seem though prepare celebrate holiday meal expect u dinner ask u join person emerge food blonde pretty woman perhaps early next thing know still house see housekeeper black heavyset woman look sad though need long next thing see put two child bed lie bed tell bedtime story one child small perhaps one year old less appear perhaps near age three moment get sense old child though watch happen still house go see room fifth floor house nothing room except ladder lead dark area maybe another room attic girlfriend alone decide climb ladder see know manage seem near top ladder look area indeed attic lot stuff think look cool something almost right front u cover cloth remove cloth startle find small gorilla size monkey gorilla move slightly look directly u make sound cover quickly debate whether go attic look around think go anyway curious really want look cool stuff walk several room house talk would cost redecorate come budget wondering would go want decorator come still girlfriend make list would need room wallpaper curtain wall plate cover paint throw pillow bedspread go another room thing one room bed bedspread may actually two bed also saw basket throw pillow like think wrong color prompt add throw pillow list redecorate basket somewhat attach throw pillow saw type ring large hoop also attach back attic look thing two perspective one curiosity see perspective see thing could use house redecorate find straw purse sure purse comment would really neat dresser scarf flow girlfriend tell go remember much else find many cat around remember think allergy cat bother enough make leave last thing find book three people think trapeze artist perhaps circus performer two men woman woman middle picture wonder woman picture owner house time mother bottom ladder tell u especially go thing reprimand u owner house appear seem particularly upset seem somewhat sad want explain thing u get feel go tell u fact woman gorilla gift reminder time bear part also get sense gorilla attic cover anyone find would take away zoo authority also sense something feeding everyday,13.708414,13.527542,1305,7,15,6,5,12,13,5,18,18,31,2
1409,come store nicki work say nothing work wear cordless phone make fit carry bag sort wear shoulder base number carry back part speaker receiver front work closely sale associate name nicki remind phone store manager store business shrug shoulder take back room store talk apology relate thing real backroom look like backroom drug store use work sit across table talk someone appear sit chair next recognize tell angel large woman long perm light brown hair wear part middle hang straight ask nicki saw nicki say yes ask say help one first issue begin talk nicki markdowns correct way told item backroom well want know explain way thing correctly price go sale floor explain saw section backroom baby product store remember see baby powder vaseline particular long row product go way manage sale associate nicki example set try keep nicki away remind store manager keep employee must set good example staff give look always get attitude say something know ask angel say fine pat arm smile reassuringly four new people appear man woman girl boy know ask say angel offer support pat shoulder say hello angel touch shoulder remain stand directly behind angel ask nicki saw say yes someone else walk ask thing say yes wanted reassure see want end conversation nicki say go put anymore tell even though might make life much difficult least temporarily next time screw around policy would terminate act though believe tell well would leave room turn first angel others go though remember leave ask angel think say right thing fine ask god think say need tell say want know think right thing say would ask closed eye within second smile face chuckle little opened eye say want ask need help need constant reassurance matter like call friend jennifer tell angel experience excite angel encounter talk bite remember next thing know large office supposedly company work surroundings familiar lawyer approach say represent sale associate nicki tell would wait minute speak know need try get touch company representative talk attorney remember ask office worker nicki would need want attorney go feel knew go none know happen would attorney either try unsuccessfully find corporate person give approval talk attorney provide attorney nicki attorney ask felt need attorney present talk reply wise speak attorney regard company business without consult company attorney first look company attorney human resource person someone say perhaps go sister company office next door see someone could help office staff office know would talk try find wait go one back office quite people room tell everyone punish put game show one people room actor director ron howard put several different costume require comedy routine one two people routines final routine two people require light huge firecracker sort one person light top spark bit fizzled lit bottom shot air someone say suppose first guy lit bottom take air firecracker fly around office hallway door crouch floor avoid hit someone say whole purpose light avoid hit,13.698649,13.585139,1200,8,13,4,9,8,6,6,23,13,30,2
1533,call kate think list phone number work son answer phone say ask read quite read two digit seven digit phone number two digit first two last two always sequence ten twenty kate find jonathan give information become upset give information know give say never later kate sit floor talk back lean wall say hard remember longer control eye start tear bit wipe dry realize need tell call jonathan want think less mad try figure tell call ask information decide tell truth call think information jonathan say ask read verify,12.621034,13.564818,264,2,1,1,1,1,2,0,3,2,4,2
1291,apartment find whole new apartment behind false wall appear closet,12.502842,12.125666,24,0,0,0,0,0,0,0,0,0,0,2
1592,shop mall robbery go everyone store duck floor safety u make run felt robber follow u come place outside jump roof find build duck turn mall walk around area like br saw woman go bridal store afraid saw one robber duck see come employee scar ground manage escape distract finally tell come back get back start sexual hoping could keep distract long enough let others escape hop would please enough would let go,12.292715,11.675145,190,2,6,2,3,5,1,2,5,4,8,2
1520,wrestling schoolwork,10.238846,10.067673,5,0,0,0,0,0,0,0,0,1,0,2
1256,lake hometown something go hurry get away get station wagon hard time get two pet deer name son daughter corral finally get vehicle almost way wheel go one side road vehicle stick deer halfway point notice mother law cut christmas tree grow water end dock,11.705462,9.21545,111,2,5,3,1,4,2,2,4,4,4,2
1640,mother bj want annual check hospital svh go satisfy upset whole time want partially undress rest exam area passer could see get angry decide leave hurry around look winter coat handbag say thing like overreact silly grab thing leave angry leave saw window accessible pregnant woman examine go back svh park car lot four block away someone know several cement wall waist high seem bad part town environment like svh north campus surround area building go elevator go office sure head six side self stand elevator encase wall outside gold ornamental want go floor elevator close without grab something outside let carry one floor like meanwhile people wait first floor standard elevator sure get go walk around notice lot people around felt like hotel lobby realize kind trade show something go decide go check walk realize vendor set go look wdf booth think call someone see marcia could come work booth walk around saw booths people like cfc different name realize merge another company change name saw booth realize wdf booth forgotten sign go booth space thing three panel cardboard background someone place unprofessional sloppy look two handmade sign make jane cr one happen program cloud shape write use several color marker think would need get set booth next think insurance agent know ask typically show explain told way home pick material show start booth corner run show tell need table tablecloth take corner table piece tablecloth another booth grab extra chair seem use vendor also ice soft drink accidentally move ice cooler big bowl ice booth go return come back someone else place cup ice liter bottle soft drink booth realize whoever sponsor event place vendor booth attendee think literature bring make show think would offer free mini interpretation people names add mail list also realize might need print create material home return aggravate prepare already two people attend show come booth could leave get material talk two bit tell normally charge dream interpretation today could sign get mini interpretation free sign mail list young woman immediately write check apparently misunderstand check like business check realize instead give interpretation free show sell way would make money would value show attendee pay something glad happen inform decision look something write give name address even business card yet woman think mother decide one little dog run around like crazy try stop could pet time would kind jump leg small remind janet dog call rat dog height length cat yet small body short haired dark brown black leave get material pour rain wonder bring umbrella bent protect head paper along way realize even though rain hard seem get wet get car go home come back forget umbrella get inside realize pick one quite thing need need leave woman booth next change booth corner spot switch back come say something tell pay corner booth good exposure guess must walk away come back take corner time move big item elaborate display sandwich another large display one straight table sit sideways fit two even see display find upset tell want fix want corner back try explain need corner something client privacy remember response basically want corner back tell hour fix say believe would say explain simply meant go home get rest material hour figure something woman insurance booth ignore obviously want interact man side try make feel good space overhear jane cr someone else say right happen space acknowledge service popular people deserve right space leave go home get material still rain hard wonder remember umbrella even though simply hold paper something head note body protect rain get wet time find lot park car go side block surroundings familiar find come across several business overhang could protect rain short period time think one hotel two fast food restaurant think one kfc know get frustrate find car finally go side block think able find way think find right lot wake,13.860383,13.507295,1555,7,9,5,5,10,9,5,18,16,27,2
1397,dan wear pair short small tattoo two leaf vine one leg leg almost covered design tell actual tattoo,9.422054,9.926784,43,0,0,0,0,0,0,0,0,1,1,2
1615,dream maori exercise crhp sister know large room sit table form circle rosalie scott church bake thing like popcorn muffin u idea rosalie say get coupon store mall could use get thing free popcorn muffin explain maori draw start draw light dim let go long got suggest take ten minute break next part would take ten fifteen minute per person get back together break noticed elaborate drawing forget tell draw circle first yet many draw symbol circle start give rest instruction want u hold hand walk circle stay outside circle tell need stand still read get ready pull draw tell could share much little like say would show mine distance point thing god toy child family speak specific thing mine basketball game say large audience felt represented minister public karen make joke game think ask play say know realize naphoo v yahoo play plantation bowl cliff also room sit floor along sidewall,13.785132,13.7245035,362,0,10,0,3,4,1,1,5,3,10,2
1257,rid bus string nose keep pulling polyp come son sit across aisle throw,7.8021493,13.728474,33,0,0,1,0,0,0,0,0,0,0,2
1564,wed men wed party blue plaid shirt vest tie check neckline proceed tried straighten bob go wed take place room kind like small meeting room remember wed even know get marry wed open door let guest really room din table set take whole room tell stand room eat shift dance room table go chair set around perimeter room try make much room could seat people bunch junk room like table along wall stuff pile dance good time many people would come know seem alan remember see anything sense also seem like two separate wedding dream another one room set similar go uncle aunt sit eat woman empty seat think maybe could move one would two seat together think actually say might one remember something woman wed party color pink white black one bridesmaid black bow hair pink white dress opposite color bow hair one bridesmaid phoebe,13.948404,13.41083,350,0,4,0,0,3,2,1,4,3,7,2
1434,chv barry around patty rage verbally physically try track feel scared car think saw several street away sense either see know rust color suv next thing know barry back henry patty house wake life house tell try find want physically hurt rather hurt verbal outrage confrontation question try find way quickly escape need row windows miniblinds lock finally find one lock barry open partially need could quickly open rest way escape go outdoors discuss stay reason talk answer phone decide risky finally decide drive town rent room try find university use phone walk,13.766325,13.458616,231,5,7,3,4,3,2,2,3,8,8,2
1479,barry call tell go get marry say patty answer knew response lack right,7.33893,9.892671,37,0,0,0,0,0,0,0,0,1,0,2
1382,visit one neighbor remember suppose visit neighbor pat steve night pat steve actually decease invite long ago go house ask suppose come tonight steve say obvious forget pat bad physical shape look like people movie night live dead try feed head transparent also third person bad shape tell go call nursing home say okay go refrigerator get something find part bottle white grape juice go warm come still look bad apparently healthy go another room guests party go,11.215835,11.205107,173,1,3,1,1,1,2,0,3,2,6,2
1282,husband drive pickup truck around neighborhood ask neighbor old crap take,11.582655,9.100325,21,0,1,1,0,0,0,0,1,1,0,2
1306,serve county commission ken attorney friend others decide put new courthouse sick mind still fog decide think resign understand information,9.803644,10.405214,52,1,0,1,1,1,1,0,4,1,4,2
1400,work ntns huge warehouse clean organize find rack child clothe roll child section intend transfer later go back darren go clean find lot rack wheel know ran stock boy also clean move thing throw thing away discussion save stuff approach one committee chair problem seem someone give two family large amount clothing free use name try tell finally find darren angie ho responsible one woman name debbie unknown wake life darren angie operating independent agency help underprivileged help stock office build even tell angie ho continue disguise alias finally catch turn also pose government employee give advice raise care child report unqualified mention bj would great kind work committee chair still believe find debbie word mine committee chair believe find many different room different level pile box full supply rack etc also wind way around upstairs workroom back,13.767203,13.63792,303,1,2,2,4,3,2,1,8,5,12,2
1408,bill smw try see doctor pi life go large build look like combined office storage space everything mess many different room room many different thing box thing sit pile table finally look one room saw doctor pi sit back watch tv comb hair bill walk away look big double door closet remember suddenly doctor pi saw u seem bit embarrassed living arrangement say money go child support afford much term place live next thing remember say love want marry reply love accept talk bit matthew belle,13.710992,13.792913,181,1,4,2,1,5,0,4,4,1,8,2
1248,come home work parent house father dead everyone surprise ask get back know happen say follow brother law also dead others brother come home angry bring dad back think left thing alone try explain dad sad nobody want around,11.541006,11.101464,91,1,0,1,0,0,0,1,4,1,2,2
1717,city live stop petsmart buy something send ground zero dog petsmart say collect thing people want send send shipment every day could pay would ship rang sale take money say take care yet rung register leave register open give leave reason go back woman talk something happen say something grace god say think everyone little bit grace god talk one woman realize one store manager overhear go ahead push cart someone reason turn cart around tight space two thing arm like binder pair shoe something else odd pet store thing put cart back go outside rain little bit rush get car dark try get park lot long rain longer dark chain link fence high kind like maze trouble get even remember get couple place think could get afraid try narrow open one place try angle catch car wire something go snap worried damage car soon go realized get go back way come really really maneuver car around could get right angle could get worried get catch wire get like two three wire one stuck front car keep stretch go finally snap around afraid damage car realize someone park car previously go give open get go way pavement almost like really large cement rough rock really rough driving think damage car daddy go think careless need reassure try careful learn careful damage car careless finally get smooth road try figure get back home st realize go hill instead regular car wake life know drive vw bug without shell one person vehicle almost like least partially go power maybe bicycle pedal go hill trouble get hill get enough speed power talk someone else someone comment vw bug know part sketchy make absolutely sense like still travel street go part downtown indy time go downtown though someone interview small group people three male dress black lack well word call vigilantes men try fight crime city talk would would prepare thought talk attack say would know ahead time would walkie talkie would cut kid pa warn teacher etc drive along street one man talk woman girlfriend maybe group cell phone sit step outside build say tell could leave say want tell need little perturb really mad little perturbed find point need grab edge building pull keep move forward,13.987833,13.3052635,932,8,11,4,8,5,7,5,12,16,19,2
1254,father tell birth special sister friend clair make decoration plastic leaf flower occasion father emotional border sad tell birth nearly die seem secret find mother upset telling,9.401913,11.571613,76,1,2,0,1,4,2,0,5,2,4,2
1496,chv plan regional conference sure everyone work barry know involve start drive home saw catholic church quite possible wake life th chv sure explain except downtown th church drive downtown chv go meet barry saw church many beautiful stain glass window decide stop minute saw reagan tell park concern seem like appropriate place assure meet hat something like anyone asks would make certain gesture would understand go church though five mass go beautiful inside wonder go reagan beautiful outside see beautiful stain glass window look around inside try find decide need go bed barry would wait reagan left sit open air vehicle kind man come run shout good news good news say something like refer god several men follow carry mass cup wine approach vehicle first man short blonde hair later realize man reagan secretly love one men ernest hartman drank cup next thing know back car try figure get meeting barry guess cell phone say go double back druiz st turn street need right cross druiz st realize miss go back also maybe church think get lose saw church church back car saw reagan car realize go lead need think drive fast go two lane leave turn lane keep rear end first think go get back behind thought give okay sign finger find also realize barry would wonder since take long also realize know meet street wonder go home even though let know,13.937716,13.480204,546,0,6,0,2,6,2,2,7,2,11,2
1371,town next hometown standing corner first street complain laura co worker ny nose say something grow say scoliosis wear brace blow nose want get bike ride back park rice lake road ride way town next town suddenly alley full junk turn around come back come alley see well dress woman comfort small child fall appear home lunch hour,9.845838,10.260961,142,0,1,1,0,1,0,1,0,2,3,2
1529,homework go fly week,10.803156,8.663339,16,0,0,0,2,0,0,0,0,0,1,2
1354,pilot friend die go airport memorial suppose get film someone regard death avon lady pilot son passenger plane reason plane must start deliver film instruction run plane hand film takeoff leave forget remember late find one part airport find husband woman booth like restaurant booth sit side try explain happen angry interested explanation,11.24484,7.6780634,138,2,4,3,1,1,4,2,4,5,5,2
1692,extremely angry matthew two friend work liz somehow responsible money go co worker threaten kill test see would give money,12.703247,13.3997135,51,3,2,1,2,1,1,1,2,3,3,2
1627,dream group family aunt aunt aunt cousin woman st joe aunt family mother daddy house go school get thing finish put material together stuff go church realize must late many car park lot look watch say knew must minute late maybe someone meet outside take side door church end big meeting room paulette son also play video game stuff right behind say hop problem course say anything hand folder tv play realize keep get distract tv suppose conduct group keep find nothing stand watch tv suggest turn tv yet later realize thing happen know tv get turn back feel disorganize think fragment go well back outside go back inside time church look different big white church steep deep white cement step start walk eye really bother see become less stable foot alan walk open door walk hand bad eye walk slowly step carefully use one step wobbly see well enough take arm help find way bottom step step tell everyone go eye felt like get cold feeling go well really like say hope mind go go ahead put beige navy blue baseball cap something write know first fell eye push tuck behind ear would stay tighten resume talk talk different kind window shade dream aunt aunt house wake life house large beautiful one area stand give talk could see five different window talk use different treatment different fabric window comment well coordinate good combination go together reach box stuff pull small maybe one inch diameter fabric sample vertical blind ask vertical blind ask saw kind like lacy flower pattern pretty comment ask help decorate say help continue talk kendall walk join group take seat introduce look say tell later grin say anything decide wait later still feel really uncomfortable though go well tv back try get turn leave whisper kendall great thing show research grin walk away find place sit observe group still feel go well prepare ill ease say like leave lot time question people lot question start take question point great discussion get track time time talk dream realize question pretty well prepared felt less nervous kendall hear answer question,14.0343,13.685505,846,6,15,3,7,9,11,4,15,18,19,2
1266,clothes store daughter child dream go lunch go back store look glove lose ambulance drive walk hill store mess like kid clothe store work high school much stuff place find glove find woman body one seem upset always try buy clothes daughter find anything amongst stuff,9.799969,10.24522,119,1,2,1,1,2,2,0,2,3,3,2
1183,camp see three boy walk female cousin mountain watch think country well travel mountain cousin say something think truck lose luggage one piece open hike back town carry big duffle bag parent show get back town,8.953918,11.367707,77,0,3,0,1,0,1,0,2,1,1,2
1194,live tall building snowbound sit heat register look window one leg cold look frozen split open boyfriend high school female neighbor friend grow visit sit knee parent also go window top floor tall building parent man leave father jump yell mother say something look take ladder,11.964441,10.891574,111,1,3,0,1,2,2,2,6,5,6,2
1630,typical hollywood alien clothes big smooth head dark eye feature think something darren make home lately like try nice keep peace graduation activity matthew sake really like darren get comfortable think say matthew much enjoy bring friend much enjoy even alien okay want daddy get comfortable,13.330411,13.547661,105,0,3,0,1,3,1,1,3,0,3,2
1430,doctor something alter patient mind noah wyle actor er find something coworkers wrong corner take upstairs location kind like loft significantly injure physically though get sense beat like put kind cuff something around wrist ankle cause severe abrasion inch wide way around ankle wrist bleeding lot middle chest severe abrasion try sneak locker room could clean try hide know one would find protect threaten report put scrub tie whole lot medication injury tie belt try hide scrub nurse come shift happen look saw medication talk someone person notice nurse talk supervisor guess work tell check ad see thing still sale stand wall heater something able look ad post wall remember say decide look stuff sale longer never go back tell also want put new thing shelf instruct even though box attractive take thing box display section shelf display counter medication employee keep box want make sure take box display go one area kinds hair care large bottle green doctor come say anything remember conversation anything sense anything hair care product,13.7800665,13.855758,449,3,2,1,6,4,2,2,6,6,8,2
1264,church service kid play go two best friend grade school barbara joan kid good boy cry cough spit gob mucous disgust next priest give away stuff belongs len neighbor mine die several year ago len leave stethoscope item display nearby town belong len three card item receive know son say pogo stick come asks see one see brand new one toy box church know get mental picture foster son suddenly realize actually say hi smile see surgery mouth two front teeth go space bandage,10.365332,11.421564,199,1,4,4,2,2,1,3,5,2,5,2
1484,many child hand,9.29904,11.476106,4,0,0,0,0,0,0,0,0,0,0,2
1577,officer kind military unit unit stand together one room lot another room go room three light switch none would work hole pitch black dark room go back unit one come actually several come go found couple light turn get light work could turn switch one farthest miss rig would always small light would time room kind like three section one section men next section two woman one might officer whose rank mine rest unit last section two woman separate bed get light work room come back room grab two pillow last bed take room men take drinking decide go drive get something eat saw one member unit sit watch saw pregnant wife beat lash back apparently take self defense lesson able anymore fought back trap ground two trash dumpster walk away leave call police tell know tell could find man look fast food restaurant pull one realize drive restaurant like dog suds back left trouble see drive back seat right side something seat front keep move around block vision afraid go wreck pas burger king close dark image little indian woman bit shorter,13.801369,13.135289,444,3,3,2,7,3,6,1,6,8,12,2
1620,conference similar old ddsi convention supplier marcia tell carol unknown wake life cfc give new job sale executive shortly marcia ask order flower arrangement order two year order two craig come say good bye make light joke leave today first day different little thing,13.066281,13.830707,96,0,4,0,1,2,0,1,2,1,3,2
1241,cousin jack kidnap get cooperate kidnapper hear song expect another sit polite also something school principal,9.595514,11.1303215,36,0,1,0,0,0,0,1,3,0,4,2
1662,holiday inn mi check front desk go get elevator garbage bag clothes donate goodwill someplace stand wait elevator two men come stand right front elevator one cart trash bag large mine tell know room elevator two get mad kind step side elevator open go first trash bag anymore quite people elevator elevator car pretty full start make noise kind jerky move side side everyone pretty nervous think want get need get head floor stop go back get second floor thinking know realize floor start walk find room several large business meeting open area instead meeting room walk get room look try figure company realize one lrj saw carol saw call come stand say hello hug chat little bit look little different like gain little weight wear glass nice chat say get back meeting need go find room walk away try find room realize remember room number key luggage ask someone tell second floor realize right floor walk past meeting little room walk people sit end table next table walk table keep walk one group sit dinner two table woman mash potato gravy put potato right tablecloth instead plate wear white suit walk woman table squeeze get mash potato gravy suit seem care apologize one say well get little soap water nice polite say yes go get back elevator really want get back scar last time people stand wait also row four elevator two elevator stand open camera equipment stand open door try close close equipment close way next thing see door move side side start think oh go first think maybe get another elevator would okay realize four problem remember get back elevator see kendall stand talk group people stand look little bit wonder really look little different hair little fuller streak gray finish speak walk introduce say nice meet another man walk introduces point realize life partner talk two quite child keep come u realize child approximately different age partner ask sure answer unemployment talk little dreamwork tell kendall communication doctor du sleep position talk kendall tell work hire someone help say know live close would call say would wonderful really disappointed contact child something video stuff talk go room tv dinner room box look like video box kendall say look quizzically know meant ask say know say please try kind answer feel even stupid know think partner either one answer box kind flat two row five movie outside one child reach fence try kill rabbit say oh please say pet rabbit home would really hate see hurt one stop rabbit catch another animal small animal think go kill eat rabbit get animal position could bite neck die hat see like see creature kill certainly want witness kendall partner say cycle nature try make feel good male side fence try kill rabbit get upset thought please already kill one let one go say kind look like sir gallahad except white sir gallahad mini rex coat really soft like chinchilla,13.784124,13.592502,1233,6,10,9,8,9,11,3,15,17,20,2
1570,hotel darren dinner memory engagement people much drink,9.626619,10.3209715,12,0,0,0,0,0,0,0,0,0,1,2
